reviewed_at_utc,replicate,model,stage,instance_id,chain_id,run_json,gold_file,evaluation_unit,review1_pass,review2_pass,two_review_adoptable,gold_step_count,candidate_step_count,recall_hits,recall_total,recall,precision_hits,precision_total,precision,behavior_sequence_order_hits,behavior_sequence_order_total,behavior_sequence_order,review_summary,dataset_label,comparison_scope,scoring_mode,review_status,stage_label,chain_type,framework_group,evaluable_chain,reviewer_a_source,reviewer_b_source,format_failure_note,adjudication_pass,adjudication_rule
2026-06-13T08:56:08.155677+00:00,replicate_02,gpt-5.4-mini,stage1,chain_17_e12_python_simplehttpserver_network_chain_stage1,chain_17_e12_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,1,2,0.5,1,2,0.5,1,2,0.5,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a63_batch_20260613T084857Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b63_batch_20260613T084857Z_8.jsonl,,,
2026-06-13T08:56:08.155677+00:00,replicate_02,gpt-5.4-mini,stage2,chain_15_e10_python_simplehttpserver_network_chain_stage2,chain_15_e10_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,3,2,2,1.0,2,3,0.6666666666666666,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a63_batch_20260613T084857Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b63_batch_20260613T084857Z_8.jsonl,,,
2026-06-13T08:56:08.155677+00:00,replicate_02,gpt-5.4-mini,stage2,chain_16_e11_python_simplehttpserver_network_chain_stage2,chain_16_e11_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,3,2,2,1.0,2,3,0.6666666666666666,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a63_batch_20260613T084857Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b63_batch_20260613T084857Z_8.jsonl,,,
2026-06-13T08:56:08.155677+00:00,replicate_02,gpt-5.4-mini,stage2,chain_17_e12_python_simplehttpserver_network_chain_stage2,chain_17_e12_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,2,2,1.0,2,2,1.0,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a63_batch_20260613T084857Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b63_batch_20260613T084857Z_8.jsonl,,,
2026-06-13T08:56:08.155677+00:00,replicate_02,gpt-5.4-mini,stage3,chain_15_e10_python_simplehttpserver_network_chain_stage3,chain_15_e10_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,3,1,2,0.5,1,3,0.3333333333333333,1,2,0.5,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a63_batch_20260613T084857Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b63_batch_20260613T084857Z_8.jsonl,,,
2026-06-13T08:56:08.155677+00:00,replicate_02,gpt-5.4-mini,stage3,chain_16_e11_python_simplehttpserver_network_chain_stage3,chain_16_e11_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,2,2,1.0,2,2,1.0,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a63_batch_20260613T084857Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b63_batch_20260613T084857Z_8.jsonl,,,
2026-06-13T08:56:08.155677+00:00,replicate_02,gpt-5.4-mini,stage3,chain_17_e12_python_simplehttpserver_network_chain_stage3,chain_17_e12_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,2,2,1.0,2,2,1.0,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a63_batch_20260613T084857Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b63_batch_20260613T084857Z_8.jsonl,,,
2026-06-13T09:06:59.824948+00:00,replicate_02,gpt-5.4-mini,stage1,chain_18_e13_dns_packet_capture_batch_chain_stage1,chain_18_e13_dns_packet_capture_batch_chain,,,behavior_plus_evidence_step,True,True,True,2,1,0,2,0.0,0,1,0.0,0,2,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a64_batch_20260613T085640Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b64_batch_20260613T085640Z_8.jsonl,,,
2026-06-13T09:06:59.824948+00:00,replicate_02,gpt-5.4-mini,stage1,chain_21_e15_python_simplehttpserver_network_chain_stage1,chain_21_e15_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,0,0,2,0.0,0,0,,0,2,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a64_batch_20260613T085640Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b64_batch_20260613T085640Z_8.jsonl,,,
2026-06-13T09:06:59.824948+00:00,replicate_02,gpt-5.4-mini,stage2,chain_19_e13_python_simplehttpserver_network_chain_stage2,chain_19_e13_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,1,1,2,0.5,1,1,1.0,1,2,0.5,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a64_batch_20260613T085640Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b64_batch_20260613T085640Z_8.jsonl,,,
2026-06-13T09:06:59.824948+00:00,replicate_02,gpt-5.4-mini,stage2,chain_21_e15_python_simplehttpserver_network_chain_stage2,chain_21_e15_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,2,2,1.0,2,2,1.0,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a64_batch_20260613T085640Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b64_batch_20260613T085640Z_8.jsonl,,,
2026-06-13T09:06:59.824948+00:00,replicate_02,gpt-5.4-mini,stage3,chain_19_e13_python_simplehttpserver_network_chain_stage3,chain_19_e13_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,1,1,2,0.5,1,1,1.0,1,2,0.5,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a64_batch_20260613T085640Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b64_batch_20260613T085640Z_8.jsonl,,,
2026-06-13T09:12:22.365023+00:00,replicate_02,gpt-5.4-mini,stage1,chain_19_e13_python_simplehttpserver_network_chain_stage1,chain_19_e13_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,3,1,2,0.5,1,3,0.3333333333333333,1,2,0.5,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c64_conflicts_batch_20260613T085640Z_3.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d64_conflicts_batch_20260613T085640Z_3.jsonl,,,
2026-06-13T09:12:22.365023+00:00,replicate_02,gpt-5.4-mini,stage2,chain_18_e13_dns_packet_capture_batch_chain_stage2,chain_18_e13_dns_packet_capture_batch_chain,,,behavior_plus_evidence_step,True,True,True,2,3,1,2,0.5,1,3,0.3333333333333333,1,2,0.5,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c64_conflicts_batch_20260613T085640Z_3.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d64_conflicts_batch_20260613T085640Z_3.jsonl,,,
2026-06-13T09:12:22.365023+00:00,replicate_02,gpt-5.4-mini,stage3,chain_18_e13_dns_packet_capture_batch_chain_stage3,chain_18_e13_dns_packet_capture_batch_chain,,,behavior_plus_evidence_step,True,True,True,2,3,1,2,0.5,1,3,0.3333333333333333,1,2,0.5,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c64_conflicts_batch_20260613T085640Z_3.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d64_conflicts_batch_20260613T085640Z_3.jsonl,,,
2026-06-13T09:14:35.824404+00:00,replicate_02,gpt-5.4-mini,stage1,chain_22_e16_python_simplehttpserver_network_chain_stage1,chain_22_e16_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,3,0,2,0.0,0,3,0.0,0,2,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a65_batch_20260613T090817Z_5.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b65_batch_20260613T090817Z_5.jsonl,,,
2026-06-13T09:14:35.824404+00:00,replicate_02,gpt-5.4-mini,stage1,chain_23_e17_python_simplehttpserver_network_chain_stage1,chain_23_e17_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,1,1,2,0.5,1,1,1.0,1,2,0.5,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a65_batch_20260613T090817Z_5.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b65_batch_20260613T090817Z_5.jsonl,,,
2026-06-13T09:14:35.824404+00:00,replicate_02,gpt-5.4-mini,stage2,chain_22_e16_python_simplehttpserver_network_chain_stage2,chain_22_e16_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,3,2,2,1.0,2,3,0.6666666666666666,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a65_batch_20260613T090817Z_5.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b65_batch_20260613T090817Z_5.jsonl,,,
2026-06-13T09:14:35.824404+00:00,replicate_02,gpt-5.4-mini,stage3,chain_21_e15_python_simplehttpserver_network_chain_stage3,chain_21_e15_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,2,2,1.0,2,2,1.0,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a65_batch_20260613T090817Z_5.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b65_batch_20260613T090817Z_5.jsonl,,,
2026-06-13T09:17:41.127915+00:00,replicate_02,gpt-5.4-mini,stage3,chain_22_e16_python_simplehttpserver_network_chain_stage3,chain_22_e16_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,1,1,2,0.5,1,1,1.0,1,2,0.5,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c65_conflict_batch_20260613T091505Z_1.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d65_conflict_batch_20260613T091505Z_1.jsonl,,,
2026-06-13T09:21:24.568339+00:00,replicate_02,gpt-5.4-mini,stage1,chain_24_e18_cmdexe_other_chain_stage1,chain_24_e18_cmdexe_other_chain,,,behavior_plus_evidence_step,True,True,True,3,3,0,3,0.0,0,3,0.0,0,3,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,alert_clue,cmdexe_other_chain,command_shell_execution,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a66_batch_20260613T091505Z_7.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b66_batch_20260613T091505Z_7.jsonl,,,
2026-06-13T09:21:24.568339+00:00,replicate_02,gpt-5.4-mini,stage1,chain_25_e18_dns_packet_capture_batch_chain_stage1,chain_25_e18_dns_packet_capture_batch_chain,,,behavior_plus_evidence_step,True,True,True,3,2,0,3,0.0,0,2,0.0,0,3,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a66_batch_20260613T091505Z_7.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b66_batch_20260613T091505Z_7.jsonl,,,
2026-06-13T09:21:24.568339+00:00,replicate_02,gpt-5.4-mini,stage2,chain_23_e17_python_simplehttpserver_network_chain_stage2,chain_23_e17_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,2,2,1.0,2,2,1.0,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a66_batch_20260613T091505Z_7.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b66_batch_20260613T091505Z_7.jsonl,,,
2026-06-13T09:21:24.568339+00:00,replicate_02,gpt-5.4-mini,stage2,chain_24_e18_cmdexe_other_chain_stage2,chain_24_e18_cmdexe_other_chain,,,behavior_plus_evidence_step,True,True,True,3,6,2,3,0.6666666666666666,2,6,0.3333333333333333,2,3,0.6666666666666666,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,cmdexe_other_chain,command_shell_execution,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a66_batch_20260613T091505Z_7.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b66_batch_20260613T091505Z_7.jsonl,,,
2026-06-13T09:21:24.568339+00:00,replicate_02,gpt-5.4-mini,stage3,chain_23_e17_python_simplehttpserver_network_chain_stage3,chain_23_e17_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,2,2,1.0,2,2,1.0,2,2,1.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a66_batch_20260613T091505Z_7.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b66_batch_20260613T091505Z_7.jsonl,,,
2026-06-13T09:26:03.051438+00:00,replicate_02,gpt-5.4-mini,stage2,chain_25_e18_dns_packet_capture_batch_chain_stage2,chain_25_e18_dns_packet_capture_batch_chain,,,behavior_plus_evidence_step,True,True,True,3,5,0,3,0.0,0,5,0.0,0,3,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c66_conflicts_batch_20260613T092148Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d66_conflicts_batch_20260613T092148Z_2.jsonl,,,
2026-06-13T09:26:03.051438+00:00,replicate_02,gpt-5.4-mini,stage3,chain_24_e18_cmdexe_other_chain_stage3,chain_24_e18_cmdexe_other_chain,,,behavior_plus_evidence_step,True,True,True,3,3,0,3,0.0,0,3,0.0,0,3,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,cmdexe_other_chain,command_shell_execution,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c66_conflicts_batch_20260613T092148Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d66_conflicts_batch_20260613T092148Z_2.jsonl,,,
2026-06-13T09:27:49.869656+00:00,replicate_02,gpt-5.4-mini,stage1,chain_26_e18_python_simplehttpserver_network_chain_stage1,chain_26_e18_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,3,0,2,0.0,0,3,0.0,0,2,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a67_batch_20260613T092148Z_4.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b67_batch_20260613T092148Z_4.jsonl,,,
2026-06-13T09:27:49.869656+00:00,replicate_02,gpt-5.4-mini,stage2,chain_26_e18_python_simplehttpserver_network_chain_stage2,chain_26_e18_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,0,2,0.0,0,2,0.0,0,2,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a67_batch_20260613T092148Z_4.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b67_batch_20260613T092148Z_4.jsonl,,,
2026-06-13T09:27:49.869656+00:00,replicate_02,gpt-5.4-mini,stage3,chain_26_e18_python_simplehttpserver_network_chain_stage3,chain_26_e18_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,4,0,2,0.0,0,4,0.0,0,2,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a67_batch_20260613T092148Z_4.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b67_batch_20260613T092148Z_4.jsonl,,,
2026-06-13T09:31:45.952965+00:00,replicate_02,gpt-5.4-mini,stage3,chain_25_e18_dns_packet_capture_batch_chain_stage3,chain_25_e18_dns_packet_capture_batch_chain,,,behavior_plus_evidence_step,True,True,True,3,3,0,3,0.0,0,3,0.0,0,3,0.0,,gpt-5.4-mini_2rep_strict,full_available,strict_json,two_review_agreed,non_alert_telemetry_only,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c67_conflict_batch_20260613T092148Z_1.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d67_conflict_batch_20260613T092148Z_1.jsonl,,,
2026-06-13T15:27:36.284548+00:00,replicate_01,gpt-5.5,stage1,chain_01_e01_dns_packet_capture_batch_chain_stage1,chain_01_e01_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_01_e01_dns_packet_capture_batch_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,3,0,0,3,0.0,0,0,,0,3,0.0,run_jsonのtop-level output_textがJSONとして不正でcode_stepsを読めないため、採点方針どおりcandidate_step_count=0。採用可能なbehavior_plus_evidence_stepなし。,gpt-5.5_low_103run_strict_json,full_available,strict_json_format_failed,two_review_agreed,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_a_batch_20260613T152309Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_b_batch_20260613T152309Z_20.jsonl,,,
2026-06-13T15:27:36.284548+00:00,replicate_01,gpt-5.5,stage1,chain_02_e01_python_simplehttpserver_network_chain_stage1,chain_02_e01_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_02_e01_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,0,0,2,0.0,0,0,,0,2,0.0,run_jsonのtop-level output_textがJSONとして不正でcode_stepsを読めないため、採点方針どおりcandidate_step_count=0。採用可能なbehavior_plus_evidence_stepなし。,gpt-5.5_low_103run_strict_json,full_available,strict_json_format_failed,two_review_agreed,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_a_batch_20260613T152309Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_b_batch_20260613T152309Z_20.jsonl,,,
2026-06-13T15:27:36.284548+00:00,replicate_01,gpt-5.5,stage1,chain_04_e03_dns_packet_capture_batch_chain_stage1,chain_04_e03_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_04_e03_dns_packet_capture_batch_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,0,0,2,0.0,0,0,,0,2,0.0,run_jsonのtop-level output_textがJSONとして不正でcode_stepsを読めないため、採点方針どおりcandidate_step_count=0。採用可能なbehavior_plus_evidence_stepなし。,gpt-5.5_low_103run_strict_json,full_available,strict_json_format_failed,two_review_agreed,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,True,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_a_batch_20260613T152309Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_b_batch_20260613T152309Z_20.jsonl,,,
2026-06-13T15:27:36.284548+00:00,replicate_01,gpt-5.5,stage1,chain_05_e03_python_simplehttpserver_network_chain_stage1,chain_05_e03_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_05_e03_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,0,0,2,0.0,0,0,,0,2,0.0,run_jsonのtop-level output_textがJSONとして不正でcode_stepsを読めないため、採点方針どおりcandidate_step_count=0。採用可能なbehavior_plus_evidence_stepなし。,gpt-5.5_low_103run_strict_json,full_available,strict_json_format_failed,two_review_agreed,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_a_batch_20260613T152309Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_b_batch_20260613T152309Z_20.jsonl,,,
2026-06-13T15:27:36.284548+00:00,replicate_01,gpt-5.5,stage1,chain_06_e04_python_simplehttpserver_network_chain_stage1,chain_06_e04_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_gpt55_low_3rep_20260613/replicate_01/runs/gpt-5.5/stage1/chain_06_e04_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,0,0,2,0.0,0,0,,0,2,0.0,run_jsonのtop-level output_textがJSONとして不正でcode_stepsを読めないため、採点方針どおりcandidate_step_count=0。採用可能なbehavior_plus_evidence_stepなし。,gpt-5.5_low_103run_strict_json,full_available,strict_json_format_failed,two_review_agreed,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,True,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_a_batch_20260613T152309Z_20.jsonl,data/current_experiment/scores/formal_23_chain_gpt55_low_3rep_20260613/reviewer_outputs/reviewer_b_batch_20260613T152309Z_20.jsonl,,,
