chain_id,model,stage,replicate,source_set,parse_status,step_count,argument_categories,operations,evidence_sources,representative_claims,limitations_or_exclusions,raw_excerpt,action_step_recall,critical_evidence_recall,behavior_sequence_order,candidate_claim_precision,overclaim_slot_count,candidate_step_count
chain_01_e01_dns_packet_capture_batch_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,3,shell_or_batch_execution:7; dns_capture_or_collection:4; other:3; network_service_or_http_server:2; alert_reference:1,execute:3,audit_logs:3,tshark.exe / execute / ntdsapi.dll || dumpcap.exe / execute / dhcpcsvc.dll || python.exe / execute / SimpleHTTPServer,PID 3344 および 336 の親プロセス情報がログに存在しないため、起点の完全な特定ができていない || ネットワーク接続の記録が不足しており、外部通信の有無を確定できていない || ファイルアクセスの詳細なコマンドラインやパス情報が一部欠落している,,0.3333333333333333,0.0,0.0,0.3333333333333333,6,3
chain_02_e01_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,6,shell_or_batch_execution:5; other:5; registry_persistence:3; network_service_or_http_server:2; alert_reference:2,process_create:2; process_start:1; file_read:1; network_listen:1; file_access_and_registry_write:1,audit_logs:5; cbc-ngav:1,cmd.exe / process_create / python.exe || python.exe / process_start / python -m SimpleHTTPServer || python.exe / file_read || python.exe / network_listen,python.exe の親プロセス情報がログに記録されていないため起点の完全な特定が困難 || python.exe の直接のネットワーク接続ログは未観測であり、ネットワーク活動の詳細は不明 || flashplayerupdateservice.exe がアクセスしたファイル内容やレジストリキーの詳細は不明,,1.0,1.0,1.0,0.3333333333333333,12,6
chain_04_e03_dns_packet_capture_batch_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,2,dns_capture_or_collection:6; shell_or_batch_execution:5; alert_reference:2; registry_persistence:1; other:1,execute:1; spawn:1,cbc-edr-alerts:1; cbc-edr:1,cmd.exe / execute / start_dns_logs.bat || tshark.exe / spawn / dumpcap.exe,start_dns_logs.bat の内容および具体的なファイル・レジストリ・ネットワーク操作は未観測 || tshark.exe およびその子孫プロセスの詳細な操作ログは未観測 || 親プロセス explorer.exe のコマンドラインや PID は未特定,,1.0,1.0,1.0,0.5,3,2
chain_05_e03_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,6,shell_or_batch_execution:12; dns_capture_or_collection:4; network_service_or_http_server:2; other:2; alert_reference:2,process_start:5; network_listen:1,audit_logs:6; cbc-ngav:1,cmd.exe / process_start / cmd.exe || python.exe / process_start / python.exe || python.exe / network_listen || flashplayerupdateservice.exe / process_start / flashplayerupdateservice.exe,cmd.exe (PID 2032) および cmd.exe (PID 3652) の親プロセス情報がログに存在しないため、起動元の特定ができていない || python.exe のネットワーク接続の詳細（IPアドレス、ポート番号など）はログに記録されていない || ファイルアクセスの詳細な読み書き操作の一部はログに存在しない可能性がある,,1.0,1.0,1.0,0.3333333333333333,12,6
chain_06_e04_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,6,other:10; network_service_or_http_server:2; script_execution_chain:2; shell_or_batch_execution:2; alert_reference:1,プロセス起動:4; ローカルHTTPサーバー起動:1; Pythonスクリプト実行:1,audit_logs:6,python.exe / ローカルHTTPサーバー起動 / SimpleHTTPServer || RepWmiUtils.exe / プロセス起動 / python.exe || RepWmiUtils.exe / プロセス起動 / RepWmiUtils.exe || RepMgr.exe / プロセス起動 / RepWmiUtils.exe,ネットワーク接続のログが PID 2760 の python.exe で確認できなかったため、外部通信の詳細は不明 || 親プロセスのコマンドライン情報が一部不完全であり、正確な起動経路の全貌は不明 || 子プロセスの記録が見つかっていないため、関連する動作の一部が捕捉できていない可能性がある,,0.8333333333333334,0.5,0.0,0.16666666666666666,15,6
chain_07_e05_sublime_python_script_execution_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,4,script_execution_chain:9; shell_or_batch_execution:7; other:2; alert_reference:2,process_start:1; file_access:1; file_modify:1; file_operation:1,audit_logs:3; cbc-edr-alerts:2; sysmon:1,cmd.exe / process_start / python.exe || python.exe / file_access / helloworld.py || sublime_text.exe / file_modify / helloworld.py || explorer.exe / file_operation / helloworld.py.lnk,cmd.exe の親プロセス情報がログに存在しないため起点の完全特定ができない || python.exe の親プロセスは複数記録されているが、起動時刻に基づき cmd.exe からの起動を特定 || helloworld.py のファイル内容の詳細はログに存在しない || explorer.exe の親プロセス情報はログに存在しない,,0.6666666666666666,0.0,0.1111111111111111,0.5833333333333334,5,4
chain_09_e07_cmdexe_other_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,5,shell_or_batch_execution:9; dns_capture_or_collection:6; other:5; alert_reference:2,file_access:3; execute:1; spawn_child_processes:1,audit_logs:5,cmd.exe / execute / start_dns_logs.bat || tshark.exe / file_access || dumpcap.exe / file_access || flashplayerupdateservice.exe / file_access,start_dns_logs.bat の具体的なコマンドライン引数や内容はログから特定できていない || 子孫プロセスのファイルアクセスの対象ファイル名やパスは詳細に特定できていない || discord.exe の親プロセス情報がログに存在しないため起動経路が不明 || discord.exe の子プロセスの起動時刻やコマンドラインは未網羅である,,0.6666666666666666,0.0,0.0,0.13333333333333333,13,5
chain_10_e07_discord_run_key_registry_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,4,registry_persistence:12; alert_reference:2; other:1,modify:2; read:1; file_access:1,sysmon:2; cbc-edr:2,reg.exe / read / HKU\S-1-5-21-450080267-1945256726-3465656282-1000\Software\Classes\Discord || reg.exe / modify / Run || reg.exe / modify / RunOnce || reg.exe / file_access / ctiuser.dll,reg.exe の親プロセス PID が一部不明であり、完全なプロセスチェーンの復元に制限がある || reg.exe の子プロセスの詳細な動作は観測されていない || ファイルアクセスの詳細な内容や影響範囲は限定的にしか観測されていない,,0.8888888888888888,0.3333333333333333,0.5,0.5833333333333334,5,4
chain_11_e07_sublime_python_script_execution_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,5,shell_or_batch_execution:8; other:4; script_execution_chain:3; alert_reference:1,process_start:2; execute_command:1; file_write:1; file_delete:1,sysmon:3; cbc-edr:2,cmd.exe / process_start / python.exe || python.exe / execute_command / pip install xmltodict || cmd.exe / file_write / C:\Users\aalsahee\Documents\script_output.txt || python.exe / file_delete / C:\Users\aalsahee\Documents\temp_file.tmp,一部プロセスの親プロセスパスやコマンドラインが不明であり、完全な親子関係の特定に制限がある || ファイル操作の詳細な内容（例: 書き込み内容や削除理由）はログからは取得できなかった,,0.7222222222222222,0.3333333333333333,0.2,0.5333333333333333,7,5
chain_12_e08_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,4,other:7; network_service_or_http_server:4; alert_reference:1,process_start:2; file_access:1; network_connect:1,audit_logs:4,RepWmiUtils.exe / process_start / RepWmiUtils.exe || python.exe / process_start / python.exe || python.exe / file_access / index.html || python.exe / network_connect / 10.193.66.115:39277,親プロセスの詳細情報がログに記録されていないため、完全な親子関係の特定ができていない || python.exeのプロセス開始・終了のログが不完全であり、通信内容の詳細も不明,,1.0,1.0,1.0,0.5,6,4
chain_13_e09_dns_packet_capture_batch_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,2,dns_capture_or_collection:7; shell_or_batch_execution:5; alert_reference:1,execute_batch_file:1; start_packet_capture:1,audit_logs:2; cbc-edr-alerts:1,cmd.exe / execute_batch_file / start_dns_logs.bat || tshark.exe / start_packet_capture / dumpcap.exe,start_dns_logs.bat の中身の詳細なコマンド内容はログに直接記録されていない || tshark.exe と dumpcap.exe の詳細なコマンドライン引数や PID は限定的にしか観測できていない || 関連するネットワーク通信や DNS クエリのログは観測されていない,,0.8666666666666667,0.2,0.25,0.6666666666666666,2,2
chain_14_e09_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,5,other:8; shell_or_batch_execution:6; network_service_or_http_server:4; dns_capture_or_collection:2; alert_reference:1,start:2; file_access:2; execute:1,audit_logs:5,cmd.exe / execute / start_dns_logs.bat || python.exe / start / python.exe || python.exe / file_access / classes_fall_2022.txt || python.exe / file_access / index.html,python.exe の起動時の親プロセスのコマンドラインが不明 || python.exe の実行パスが不明 || flashplayerupdateservice.exe の起動目的や動作内容が不明 || python.exe のネットワーク接続の直接的な証拠が観測されていない,,0.6666666666666666,0.5,0.0,0.2,12,5
chain_15_e10_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,1,network_service_or_http_server:3; shell_or_batch_execution:2; alert_reference:2; dns_capture_or_collection:1; registry_persistence:1,network_connection_established:1,sysmon:1,python.exe / network_connection_established / 10.193.66.115:54869,cmd.exeの起動元や親プロセスの詳細なログが存在しないため、起動経路の完全な把握はできていない || 10.193.66.115へのネットワーク接続や関連DNSリクエストのログが指定時間内に存在しない || python.exeに関連するファイルアクセスやレジストリ操作のログが指定時間内に存在しない,,1.0,1.0,0.0,1.0,0,1
chain_16_e11_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,2,network_service_or_http_server:4; shell_or_batch_execution:4; other:1; registry_persistence:1; alert_reference:1,process_start:1; network_listen:1,sysmon:2; cbc-ngav:1,python.exe / process_start / python.exe || python.exe / network_listen / 10.193.66.115:51647,cmd.exeの起動時刻およびコマンドラインはログに記録されていないため、親プロセスの詳細な起動経緯は不明 || python.exeのパス情報は取得できていない || python.exeの子プロセスや追加のファイル・レジストリ操作は観測されていない,,1.0,1.0,1.0,1.0,0,2
chain_17_e12_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,2,network_service_or_http_server:4; shell_or_batch_execution:4; registry_persistence:2; other:2; alert_reference:1,process_start:1; network_connection_established:1,audit_logs:2,python.exe / process_start / python.exe || python.exe / network_connection_established / 10.193.66.115:48503,"cmd.exeの親プロセス情報が指定時間内に見つかっていないため、起動経路の全体像は不明。 || python.exeの子プロセスやファイル・レジストリ操作、モジュールロードの証拠が限定的であり、動作の全容把握に制限がある。 || ネットワーク接続の通信内容や接続先ドメイン名の詳細はログに存在しない。 || {'source_stream': 'audit_logs', 'timestamp': '2022-07-17 17:53:27', 'event_record_id': None, 'field': 'process_name', 'value': 'flashplayerupdateservice.exe', 'pid': 5072, 'ppid': 5816, 'reason': '子プロセスとして存在するが、ネットワーク接続やファイル・レジストリ操作の証拠がなく、行動連鎖の接続が確認できなかったため。'}",,1.0,1.0,1.0,1.0,0,2
chain_18_e13_dns_packet_capture_batch_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,5,shell_or_batch_execution:9; other:6; dns_capture_or_collection:5; alert_reference:2,process_start:2; execute:1; file_access:1; network_connect:1,audit_logs:4; cbc-edr-alerts:2,cmd.exe / execute / start_dns_logs.bat || explorer.exe / file_access || userinit.exe / process_start / explorer.exe || RepWmiUtils.exe / process_start / firefox.exe,start_dns_logs.batの内容詳細はログに存在しない || cmd.exeの子プロセスやstart_dns_logs.bat実行中のファイル操作、ネットワーク接続の詳細は不明 || userinit.exeのPIDやコマンドラインは不明 || firefox.exeの具体的なPIDやコマンドラインは不明,,0.5,0.0,0.0,0.2,12,5
chain_19_e13_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,0,other:2; registry_persistence:1; alert_reference:1,,,,2022-07-17 20:55:00から21:00:00の間にpython.exeのプロセス起動、親子関係、コマンドライン、ネットワーク接続、ファイル操作、レジストリ操作の証拠が観測されなかった。 || ログの記録漏れ、表記揺れ、または調査時間範囲の狭さによりpython.exeの動作を確認できなかった可能性がある。,,0.0,0.0,0.0,,0,0
chain_21_e15_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,1,other:4; alert_reference:3; network_service_or_http_server:2,process_start:1,cbc-ngav:1; sysmon:1,python.exe / process_start / python.exe,"親プロセス情報の欠落により、python.exe の起動経路の完全な復元はできていない。 || ネットワーク接続やファイル操作のログが該当時間内に観測されなかったため、行動連鎖の詳細は限定的。 || {'source_stream': 'sysmon', 'timestamp': '2022-07-16 15:04:00', 'alert_id': None, 'event_record_id': 234567, 'field': 'process_name', 'value': 'firefox.exe', 'pid': 584, 'ppid': 1632} || {'source_stream': 'sysmon', 'timestamp': '2022-07-16 15:03:55', 'alert_id': None, 'event_record_id': 345678, 'field': 'process_name', 'value': 'discord.exe', 'pid': 1204, 'ppid': 660}",,0.6666666666666666,0.5,0.0,1.0,0,1
chain_22_e16_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,2,network_service_or_http_server:5; shell_or_batch_execution:5; alert_reference:5; other:2; registry_persistence:1,process_start:1; network_listen:1,sysmon:1; cbc-ngav:1,python.exe / process_start / python.exe || python.exe / network_listen / 10.193.66.115:58211,"cmd.exeの親プロセス情報がログに存在しなかったため、起点の全体像は不明。 || python.exeのネットワーク接続の詳細（通信量、接続開始・終了時刻など）が記録されていないため、通信の全容は不明。 || ログの記録範囲や条件により一部の関連行動が欠落している可能性がある。 || {'source_stream': 'sysmon', 'timestamp': '2022-07-18 16:00:00-19:00:00', 'alert_id': None, 'event_record_id': None, 'field': 'process_name', 'value': 'cmd.exe', 'pid': None, 'ppid': None, 'reason': '指定時間内にcmd.exeの起動ログが存在しなかったため、関連行動として含めない。'}",,1.0,0.5,1.0,1.0,0,2
chain_23_e17_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,4,other:7; network_service_or_http_server:3; shell_or_batch_execution:3; registry_persistence:1; alert_reference:1,process_start:4,audit_logs:6,python.exe / process_start || python.exe / process_start / python -m SimpleHTTPServer || python.exe / process_start / flashplayerupdateservice.exe || flashplayerupdateservice.exe / process_start / C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe,親プロセス情報の欠落やログの記録範囲の制約により、起動経路や一部動作の全体像が不明 || ネットワーク接続のログが欠落しているため、通信活動の詳細が不明 || ファイル操作やレジストリ操作のログが限定的であり、動作の全容把握に限界がある,,0.6666666666666666,0.5,0.0,0.25,9,4
chain_24_e18_cmdexe_other_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,4,dns_capture_or_collection:6; shell_or_batch_execution:6; other:3; alert_reference:1,execute:3; file_access:1,audit_logs:4,cmd.exe / execute / start_dns_logs.bat || RepWmiUtils.exe / execute / tshark.exe || tshark.exe / file_access / wireshark_de145f66-537b-427d-820a-707cc694da57_20220718160435_a05436.pcapng || cmd.exe / execute / run_http_server.bat,一部プロセスの実行パスやコマンドラインが不明 || 子プロセスのPIDや詳細なファイルアクセス種別が不明 || 指定時間内にネットワーク接続の記録が観測されなかった,,0.4444444444444444,0.3333333333333333,0.0,0.25,9,4
chain_25_e18_dns_packet_capture_batch_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,3,dns_capture_or_collection:9; shell_or_batch_execution:7; alert_reference:2,execute:1; spawn:1; write:1,audit_logs:3; cbc-edr-alerts:1,"cmd.exe / execute / start_dns_logs.bat || tshark.exe / spawn / ""C:\Program Files\Wireshark\tshark"" -i 2 -t ad -f ""udp port 53"" || dumpcap.exe / write",start_dns_logs.bat の具体的な内容はログから特定できていない || dumpcap.exe のファイル書き込み対象ファイルパスが不明である || tshark.exe のネットワーク接続ログは観測されていない,,0.6666666666666666,0.6666666666666666,0.5,0.5555555555555556,4,3
chain_26_e18_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,replicate_01,formal_23_chain_2rep_20260612,parsed_json,2,network_service_or_http_server:3; shell_or_batch_execution:3; alert_reference:2; other:1; registry_persistence:1,process_start:2,audit_logs:2,python.exe / process_start / python.exe || python.exe / process_start / python.exe,python.exe のネットワーク接続の具体的なログが観測されなかったため、通信の詳細な挙動は不明。 || ファイル操作やレジストリ操作の記録も見つかっていないため、行動連鎖の詳細な復元はできなかった。,,0.6666666666666666,0.5,0.0,0.5,3,2
chain_01_e01_dns_packet_capture_batch_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,0,shell_or_batch_execution:2,,,,指定された時間範囲内（2022-07-15 13:15:00 から 13:20:00）に cmd.exe の実行記録が観測されなかったため、コード行動列の復元ができなかった。,,0.0,0.0,0.0,,0,0
chain_02_e01_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,8,other:10; shell_or_batch_execution:8; alert_reference:1,file_access:4; process_create:2; file_access_none_detected:1; child_process_create_none_detected:1,audit_logs:6,cmd.exe / file_access / C:\Windows\System32\ctiuser.dll || cmd.exe / file_access / C:\Python27\python.exe || cmd.exe / process_create / python.exe || python.exe / file_access_none_detected,python.exeのコマンドライン詳細は不明 || flashplayerupdateservice.exeの親プロセス情報はログに欠落している || ファイルアクセスの詳細な操作種別やハッシュ値が一部記録されていない || ネットワーク接続のログは本調査範囲で観測されていない,,0.3333333333333333,0.5,0.0,0.08333333333333333,22,8
chain_04_e03_dns_packet_capture_batch_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,8,shell_or_batch_execution:8; other:7; network_service_or_http_server:6; dns_capture_or_collection:5,process_start:8,audit_logs:8,cmd.exe / process_start / python.exe || cmd.exe / process_start / python.exe || cmd.exe / process_start / python.exe || python.exe / process_start / RepWmiUtils.exe,RepWmiUtils.exeおよびrepwmiutils.exeのPIDが不明であり、親子関係の一部に不確定要素がある || flashplayerupdateservice.exeの親PIDが不明 || tshark.exeおよびdumpcap.exeの親PIDが不明 || ネットワーク接続の詳細や通信内容はログに限定的にしか記録されていない,,0.16666666666666666,0.0,0.0,0.041666666666666664,23,8
chain_05_e03_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,5,other:7; network_service_or_http_server:4; registry_persistence:2; alert_reference:1,process_start:2; file_read:1; network_connect:1; registry_write:1,audit_logs:5,python.exe / process_start / python.exe || python.exe / file_read / Python標準ライブラリファイル || python.exe / network_connect / 10.193.66.115 || RepWmiUtils.exe / process_start,親プロセスのコマンドライン情報が欠落しているため、起動経路の詳細は不明 || 子プロセスの詳細なPIDやコマンドラインが不明な部分がある || 一部のファイルアクセスやネットワーク接続の詳細が不明,,0.8333333333333334,0.5,1.0,0.4,9,5
chain_06_e04_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,8,other:15; shell_or_batch_execution:2; dns_capture_or_collection:1,process_start:4; process_create_child:2; file_access:1; file_read:1,audit_logs:8,RepWmiUtils.exe / process_start / RepWmiUtils.exe || RepWmiUtils.exe / file_access / psc_eventbatch_1006_timestamp_1658005961_events_365_size_69597 || repmgr.exe / process_start / repmgr.exe || services.exe / process_start / services.exe,親プロセスのコマンドライン情報が欠落しているケースが多い || 一部プロセスの親子関係は推定であり、明確な証拠がない || ネットワーク接続のログは該当期間に観測されていない,,0.3333333333333333,0.0,0.0,0.0,24,8
chain_07_e05_sublime_python_script_execution_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,2,script_execution_chain:6; shell_or_batch_execution:5; other:1,process_start:1; file_read:1,audit_logs:2; sysmon:1,cmd.exe / process_start / python.exe || python.exe / file_read / helloworld.pyc,plugin_host.exe (PID 3376) の親プロセス情報が不明であり、起動元の全体像が完全には把握できていない。 || cmd.exe と python.exe のネットワーク接続は調査対象時間内に観測されなかったため、通信の有無は不明。 || 一部のプロセスのコマンドライン情報が欠落しているため、詳細な動作解析に制限がある。,,0.7666666666666667,0.1,0.1111111111111111,0.6666666666666666,2,2
chain_09_e07_cmdexe_other_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,0,shell_or_batch_execution:3,,,,指定された時間範囲およびその前後の拡大範囲において、WIN-32-H1ホストでcmd.exeプロセスの実行記録は観測されなかったため、行動連鎖の復元ができなかった。 || ログの記録状況や時間範囲の設定により、cmd.exeの活動が記録されていない可能性がある。,,0.0,0.0,0.0,,0,0
chain_10_e07_discord_run_key_registry_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,0,registry_persistence:3,,,,指定されたホスト WIN-32-H1 上で 2022-07-16 15:05:00 から 15:10:00 の間に reg.exe プロセスの実行記録が存在しなかったため、関連する行動の復元ができなかった。 || 調査対象の時間範囲とホスト条件のままでは reg.exe に関する証拠が観測できなかった。,,0.0,0.0,0.0,,0,0
chain_11_e07_sublime_python_script_execution_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,3,shell_or_batch_execution:4; script_execution_chain:4; dns_capture_or_collection:2; other:2,execute:2; write:1,audit_logs:3,cmd.exe / write / c:\users\aalsahee\desktop\logs\dns || python.exe / execute / python.exe || python.exe / execute / python.exe,親プロセス情報の欠落により、起動経路の完全な復元は困難 || ネットワーク接続の記録が指定時間内に観測されていないため、通信関連の行動は不明,,0.4444444444444444,0.16666666666666666,0.0,0.6666666666666666,3,3
chain_12_e08_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,3,other:5; network_service_or_http_server:4; dns_capture_or_collection:1,process_start:1; file_read:1; network_connect:1,sysmon:4,python.exe / process_start / python.exe || python.exe / file_read / index.html || python.exe / network_connect / 10.193.66.115:39277,親プロセスの詳細な名前やコマンドラインが観測できなかったため、起動元の正確な特定ができていない。 || index.htmlの内容やファイル変更履歴は未確認である。 || ネットワーク通信の内容や通信先のホスト名、DNSリクエストの詳細は未観測である。 || CBCアラートの詳細は調査範囲内で発見されなかった。,,1.0,1.0,1.0,0.6666666666666666,3,3
chain_13_e09_dns_packet_capture_batch_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,0,shell_or_batch_execution:4; other:1; alert_reference:1,,,,指定された2022-07-16 21:10:00から21:25:00の間にcmd.exeプロセスに関連する監査ログが観測されなかった || ログの欠落または記録されていない可能性がある || 調査時間範囲が狭いため、cmd.exeの活動が前後にあった場合は検出できていない,,0.0,0.0,0.0,,0,0
chain_14_e09_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,5,other:10,file_read:3; process_create:2,audit_logs:5,python.exe / file_read / C:\Python27\Lib\SocketServer.py || python.exe / file_read / C:\Python27\Lib\BaseHTTPServer.py || python.exe / file_read / C:\Users\aalsahee\index.html || python.exe / process_create / cvtres.exe,python.exe およびその子孫プロセスによるネットワーク接続の証拠はログに存在しなかったため、通信を伴う行動は確認できなかった。 || 子プロセスのコマンドライン情報が不足しており、詳細な動作内容の特定に制限がある。,,0.3333333333333333,0.0,0.0,0.0,15,5
chain_15_e10_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,1,other:4; network_service_or_http_server:4; shell_or_batch_execution:2,process_start:1,audit_logs:1,python.exe / process_start / python.exe,指定時間帯にcmd.exeの起動ログが存在しなかったため、python.exeの起動元が特定できていない || SimpleHTTPServerに関連するプロセスやコマンドラインは指定時間帯に観測されなかった || python.exeの子プロセスPID 5072はログに存在しなかった || リモートIP 10.193.66.115への接続記録は指定時間帯に観測されなかった,,0.3333333333333333,0.0,0.0,0.3333333333333333,2,1
chain_16_e11_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,0,other:4; shell_or_batch_execution:2,,,,指定時間範囲内および周辺時間範囲でpython.exeに関連するプロセス生成、ファイル操作、ネットワーク接続の観測ログが存在しなかったため、行動列の復元ができなかった。 || cmd.exe（PID 2060）の起動元プロセス情報がログから特定できなかったため、python.exe起動の起点となる親プロセスの詳細が不明である。 || pnameに'python'を含むプロセスによるネットワーク接続の記録が見当たらず、通信行動の復元ができなかった。,,0.0,0.0,0.0,,0,0
chain_17_e12_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,4,other:6; shell_or_batch_execution:3; registry_persistence:3,process_start:3; file_access_and_registry_write:1,audit_logs:4,python.exe / process_start / python.exe || flashplayerupdateservice.exe / process_start / flashplayerupdateservice.exe || flashplayerupdateservice.exe / file_access_and_registry_write || RepWmiUtils.exe / process_start / RepWmiUtils.exe,python.exeのPIDや親プロセスcmd.exeの詳細なコマンドラインが不明 || flashplayerupdateservice.exeの起動コマンドラインや親プロセスIDの詳細が不明 || flashplayerupdateservice.exeの具体的なファイルアクセスやレジストリキーは特定できていない || RepWmiUtils.exeの子プロセスやネットワーク接続の詳細は不明,,0.3333333333333333,0.0,0.0,0.08333333333333333,11,4
chain_18_e13_dns_packet_capture_batch_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,4,dns_capture_or_collection:11; shell_or_batch_execution:7,process_start:2; file_delete:1; process_exit:1,audit_logs:4,cmd.exe / process_start / tshark.exe || tshark.exe / process_start / dumpcap.exe || tshark.exe / file_delete / dns_capture.pcap || tshark.exe / process_exit / tshark.exe,start_dns_logs.batの具体的な内容はログから直接確認できなかったため、動作内容は推測に留まる。 || tshark.exeの親プロセスcmd.exeの詳細なコマンドラインは一部不明な部分がある。 || dumpcap.exeの詳細な動作ログは本調査範囲内で限定的にしか観測できなかった。,,0.6666666666666666,0.5,0.0,0.16666666666666666,10,4
chain_19_e13_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,3,other:6; shell_or_batch_execution:4; network_service_or_http_server:2; alert_reference:2; boundary_exclusion:2,process_start:1; network_connect:1; file_read:1,sysmon:5,cmd.exe / process_start / python.exe || python.exe / network_connect / 127.0.0.1:8000 || python.exe / file_read / http.server.py,"python.exeの全てのネットワーク通信が観測できているとは限らないため、外部通信の有無については限定的な情報に基づく。 || 一部のプロセスの親子関係はログ上で不明瞭なため、関連性の判断に限界がある。 || {'source_stream': 'sysmon', 'timestamp': '2022-07-17 20:56:30', 'alert_id': None, 'event_record_id': 10010, 'field': 'process_name', 'value': 'RepWmiUtils.exe', 'pid': 2000, 'ppid': 1500, 'reason': 'RepWmiUtils.exeはpython.exeの子プロセスではなく、関連性が確認できなかったため除外'} || {'source_stream': 'sysmon', 'timestamp': '2022-07-17 20:57:00', 'alert_id': None, 'event_record_id': 10011, 'field': 'process_name', 'value': 'flashplayerupdateservice.exe', 'pid': 2100, 'ppid': 1600, 'reason': 'flashplayerupdateservice.exeはpython.exeの子プロセスではなく、関連性が確認できなかったため除外'}",,0.8333333333333334,0.5,1.0,0.4444444444444444,5,3
chain_21_e15_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,replicate_01,formal_23_chain_2rep_20260612,parsed_json,1,shell_or_batch_execution:5; other:1,process_start:1,audit_logs:3,python.exe / process_start / python.exe,cmd.exeおよび関連プロセスの起動ログが指定期間および周辺時間帯に存在しなかったため、ログ欠落や監査設定の問題が疑われる || python.exeの通信履歴に関するログは観測されなかった,,0.3333333333333333,0.0,0.0,0.3333333333333333,2,1
