reviewed_at_utc,replicate,model,stage,instance_id,chain_id,run_json,gold_file,evaluation_unit,review1_pass,review2_pass,two_review_adoptable,gold_step_count,candidate_step_count,recall_hits,recall_total,recall,precision_hits,precision_total,precision,behavior_sequence_order_hits,behavior_sequence_order_total,behavior_sequence_order,reviewer_a_source,reviewer_b_source,review_summary,dataset_label,stage_label,chain_type,framework_group,expected_behavior_category,evaluable_chain
2026-06-13T02:40:39.512671+00:00,replicate_01,gpt-4.1-mini,stage3,chain_25_e18_dns_packet_capture_batch_chain_stage3,chain_25_e18_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_25_e18_dns_packet_capture_batch_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,3,0,0,3,0.0,0,0,,0,3,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a13_batch_20260613T023403Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b13_batch_20260613T023403Z_8.jsonl,候補code_stepsが空であり、goldのDNS packet capture batch chainを構成する3ステップを復元していない。,gpt-4.1-mini_2complete_reps,non_alert_telemetry_only,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
2026-06-13T02:40:39.512671+00:00,replicate_01,gpt-4.1-mini,stage3,chain_26_e18_python_simplehttpserver_network_chain_stage3,chain_26_e18_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage3/chain_26_e18_python_simplehttpserver_network_chain_stage3_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,8,1,2,0.5,1,8,0.125,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a13_batch_20260613T023403Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b13_batch_20260613T023403Z_8.jsonl,候補S2のみがbare cmd.exe親のpython -m SimpleHTTPServerとしてgold起動に対応する。S1とS3はrun_http_server.bat側の近傍文脈、S4-S5は詳細不明のmodule_load、S6-S8はWINWORD、Sublime/Python、cvtres派生でgold外。ネットワークサーバ挙動は独立一致なし。,gpt-4.1-mini_2complete_reps,non_alert_telemetry_only,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T04:08:48.562804+00:00,replicate_02,gpt-4.1-mini,stage1,chain_01_e01_dns_packet_capture_batch_chain_stage1,chain_01_e01_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_01_e01_dns_packet_capture_batch_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,3,5,0,3,0.0,0,5,0.0,0,3,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a22_batch_20260613T040213Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b22_batch_20260613T040213Z_8.jsonl,金標準は13:13:01のexplorer起点cmd start_dns_logs.batおよびtshark派生。候補は13:18:55の不完全なaudit_logs、run_http_server/python/dumpcap等の混在で、コマンド・親子関係・時刻が揃わない。,gpt-4.1-mini_2complete_reps,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
2026-06-13T04:08:48.562804+00:00,replicate_02,gpt-4.1-mini,stage1,chain_02_e01_python_simplehttpserver_network_chain_stage1,chain_02_e01_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_02_e01_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,0,0,2,0.0,0,0,,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a22_batch_20260613T040213Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b22_batch_20260613T040213Z_8.jsonl,output_text上のcode_stepsが空で候補ステップは0件。金標準2ステップに対応する非アラート根拠付き候補がないため再現率・適合率ともヒットなし。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T04:20:36.977052+00:00,replicate_02,gpt-4.1-mini,stage1,chain_04_e03_dns_packet_capture_batch_chain_stage1,chain_04_e03_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_04_e03_dns_packet_capture_batch_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,5,0,2,0.0,0,5,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c24_conflict_chain04_stage1_20260613T0419Z.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d24_conflict_chain04_stage1_20260613T0419Z.jsonl,goldはcbc_events非アラートのprocess_cmdlineでexplorer.exe親のcmd.exe /c start_dns_logs.bat実行が確認される2ステップ。候補S4はcmd.exe開始と親explorer.exe・時刻・PIDは近いがcommand_lineがなく、DNSバッチ実行として必要なコマンド一致が不足する。候補S1はstart_dns_logs.batを対象にしているが根拠はfile_access/readのみで、ファイルアクセス単独は実行として採点しない。S2/S3/S5も親子・コマンド・実行文脈が揃わないため一致なし。,gpt-4.1-mini_2complete_reps,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
2026-06-13T04:17:01.587012+00:00,replicate_02,gpt-4.1-mini,stage1,chain_05_e03_python_simplehttpserver_network_chain_stage1,chain_05_e03_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_05_e03_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,2,1,2,0.5,1,2,0.5,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a24_batch_20260613T041320Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b24_batch_20260613T041320Z_2.jsonl,候補S1は20:52:08のpython.exe PID 2760によるpython -m SimpleHTTPServer起動で、goldのSimpleHTTPServer起動ステップと時刻・プロセス・コマンドが一致する。候補S2はファイル読取のみでネットワークサーバ挙動の非アラート根拠にならず、CBC alert由来のserver検知も単独では採点しない。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T04:25:02.495196+00:00,replicate_02,gpt-4.1-mini,stage1,chain_06_e04_python_simplehttpserver_network_chain_stage1,chain_06_e04_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_06_e04_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,0,0,2,0.0,0,0,,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a25_batch_20260613T042104Z_3.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b25_batch_20260613T042104Z_3.jsonl,output_text内のcode_stepsは空で候補ステップがない。goldのpython -m SimpleHTTPServer起動および10.193.66.115:58199へのネットワークサーバ挙動に対応する非アラート根拠付き候補は確認できない。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T04:32:14.009958+00:00,replicate_02,gpt-4.1-mini,stage1,chain_07_e05_sublime_python_script_execution_chain_stage1,chain_07_e05_sublime_python_script_execution_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_07_e05_sublime_python_script_execution_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,10,4,0,10,0.0,0,4,0.0,0,10,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a27_batch_20260613T042902Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b27_batch_20260613T042902Z_2.jsonl,候補S1はcmd.exeからpython.exe起動を述べるがCBC alert根拠のみで、goldのplugin_host.exeまたはsublime_text.exe起点・明示的なpython -u helloworld.py実行文脈と一致しない。S2はsysmon由来のpython/helloworld.pyだが時刻・親プロセス・コマンドラインがgoldと揃わない。S3/S4はファイルreadのみでスクリプト実行として採点しない。,gpt-4.1-mini_2complete_reps,alert_clue,sublime_python_script_execution_chain,script_execution_chain,sublime_python_script_execution_chain,True
2026-06-13T04:40:10.808761+00:00,replicate_02,gpt-4.1-mini,stage1,chain_09_e07_cmdexe_other_chain_stage1,chain_09_e07_cmdexe_other_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_09_e07_cmdexe_other_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,3,0,2,0.0,0,3,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a29_batch_20260613T043631Z_3.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b29_batch_20260613T043631Z_3.jsonl,候補S1はnvidia-smiを含むcmd実行だが15:07:46のCBC alert単独根拠で、goldの15:04:13 cbc_events非アラート文脈、Discord renderer親cmdline、cmd process_cmdlineと一致しない。S2はDNS/tshark系で対象外、S3もalert由来かつ行動不明のため一致なし。,gpt-4.1-mini_2complete_reps,alert_clue,cmdexe_other_chain,command_shell_execution,cmdexe_other_chain,True
2026-06-13T04:44:03.343086+00:00,replicate_02,gpt-4.1-mini,stage1,chain_10_e07_discord_run_key_registry_chain_stage1,chain_10_e07_discord_run_key_registry_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_10_e07_discord_run_key_registry_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,3,4,0,3,0.0,0,4,0.0,0,3,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a30_batch_20260613T044031Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b30_batch_20260613T044031Z_2.jsonl,候補S1/S2はdiscord.exeとcmd.exeのaudit_logsだが、goldのDiscord起点reg.exe子プロセス、Run\\Discord照会、Run\\Discord追加/更新とは行動・対象が一致しない。S3はMachineGuid照会で対象レジストリが異なり、S4はRunキー変更を述べるがCBC alert単独かつ値名・値データ・非アラート根拠が不足するため採点しない。,gpt-4.1-mini_2complete_reps,alert_clue,discord_run_key_registry_chain,persistence_registry_run_key,discord_run_key_registry_chain,True
2026-06-13T04:53:39.763364+00:00,replicate_02,gpt-4.1-mini,stage1,chain_11_e07_sublime_python_script_execution_chain_stage1,chain_11_e07_sublime_python_script_execution_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_11_e07_sublime_python_script_execution_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,6,4,0,6,0.0,0,4,0.0,0,6,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c31_conflict_chain11_stage1_20260613T0452Z.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d31_conflict_chain11_stage1_20260613T0452Z.jsonl,goldはchain_11で6行。S1はpython -u hello.py実行として近いが、14:55:23のaudit_logsでpython.exe pid 1116・親cmd.exe pid 900までしかなく、gold C11-S01..S05の14:55:12 CBC event telemetry、plugin_host.exe親、cmd.exe /c python -u hello.py、python子プロセス文脈と時刻・親子文脈・sourceが揃わないため保守的に不一致。S3は14:57:25のRepWmiUtils親文脈でgoldと別文脈、S2/S4も対象外。,gpt-4.1-mini_2complete_reps,alert_clue,sublime_python_script_execution_chain,script_execution_chain,sublime_python_script_execution_chain,True
2026-06-13T05:15:52.858999+00:00,replicate_02,gpt-4.1-mini,stage1,chain_12_e08_python_simplehttpserver_network_chain_stage1,chain_12_e08_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,4,0,2,0.0,0,4,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a35_batch_20260613T051034Z_4.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b35_batch_20260613T051034Z_4.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T05:01:52.490952+00:00,replicate_02,gpt-4.1-mini,stage1,chain_13_e09_dns_packet_capture_batch_chain_stage1,chain_13_e09_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage1/chain_13_e09_dns_packet_capture_batch_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,5,0,0,5,0.0,0,0,,0,5,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a33_batch_20260613T045814Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b33_batch_20260613T045814Z_2.jsonl,output_text内のcode_stepsは空で候補ステップがない。goldのexplorer.exe起点cmd.exe /c start_dns_logs.bat実行、tshark派生、pcap関連の非アラート証跡に対応する候補は存在しない。,gpt-4.1-mini_2complete_reps,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
2026-06-13T05:15:52.858999+00:00,replicate_02,gpt-4.1-mini,stage1,chain_14_e09_python_simplehttpserver_network_chain_stage1,chain_14_e09_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,1,2,0.5,1,2,0.5,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a35_batch_20260613T051034Z_4.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b35_batch_20260613T051034Z_4.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T05:29:15.385651+00:00,replicate_02,gpt-4.1-mini,stage1,chain_15_e10_python_simplehttpserver_network_chain_stage1,chain_15_e10_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,4,0,2,0.0,0,4,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a37_batch_20260613T052600Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b37_batch_20260613T052600Z_2.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T05:29:15.385651+00:00,replicate_02,gpt-4.1-mini,stage1,chain_16_e11_python_simplehttpserver_network_chain_stage1,chain_16_e11_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,5,0,2,0.0,0,5,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a37_batch_20260613T052600Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b37_batch_20260613T052600Z_2.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T05:38:44.022772+00:00,replicate_02,gpt-4.1-mini,stage1,chain_17_e12_python_simplehttpserver_network_chain_stage1,chain_17_e12_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,0,2,0.0,0,2,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a38_batch_20260613T053437Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b38_batch_20260613T053437Z_2.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T05:55:44.610139+00:00,replicate_02,gpt-4.1-mini,stage1,chain_18_e13_dns_packet_capture_batch_chain_stage1,chain_18_e13_dns_packet_capture_batch_chain,,,behavior_plus_evidence_step,True,True,True,2,3,0,2,0.0,0,3,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a42_batch_20260613T055238Z_1.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b42_batch_20260613T055238Z_1.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
2026-06-13T06:11:11.627340+00:00,replicate_02,gpt-4.1-mini,stage1,chain_19_e13_python_simplehttpserver_network_chain_stage1,chain_19_e13_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,3,1,2,0.5,1,3,0.3333333333333333,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a44_batch_20260613T060814Z_1.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b44_batch_20260613T060814Z_1.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T06:31:47.466935+00:00,replicate_02,gpt-4.1-mini,stage1,chain_21_e15_python_simplehttpserver_network_chain_stage1,chain_21_e15_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,1,2,0.5,1,2,0.5,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a47_batch_20260613T062827Z_1.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b47_batch_20260613T062827Z_1.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T06:44:43.791540+00:00,replicate_02,gpt-4.1-mini,stage1,chain_22_e16_python_simplehttpserver_network_chain_stage1,chain_22_e16_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,1,2,0.5,1,2,0.5,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a50_batch_20260613T064023Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b50_batch_20260613T064023Z_2.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T06:53:04.340481+00:00,replicate_02,gpt-4.1-mini,stage1,chain_23_e17_python_simplehttpserver_network_chain_stage1,chain_23_e17_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,1,1,2,0.5,1,1,1.0,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a52_batch_20260613T064921Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b52_batch_20260613T064921Z_2.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T06:56:51.245551+00:00,replicate_02,gpt-4.1-mini,stage1,chain_24_e18_cmdexe_other_chain_stage1,chain_24_e18_cmdexe_other_chain,,,behavior_plus_evidence_step,True,True,True,3,2,0,3,0.0,0,2,0.0,0,3,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a53_batch_20260613T065344Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b53_batch_20260613T065344Z_2.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,cmdexe_other_chain,command_shell_execution,cmdexe_other_chain,True
2026-06-13T07:17:11.273696+00:00,replicate_02,gpt-4.1-mini,stage1,chain_25_e18_dns_packet_capture_batch_chain_stage1,chain_25_e18_dns_packet_capture_batch_chain,,,behavior_plus_evidence_step,True,True,True,3,4,0,3,0.0,0,4,0.0,0,3,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a56_batch_20260613T071211Z_1.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b56_batch_20260613T071211Z_1.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
2026-06-13T07:30:35.880118+00:00,replicate_02,gpt-4.1-mini,stage1,chain_26_e18_python_simplehttpserver_network_chain_stage1,chain_26_e18_python_simplehttpserver_network_chain,,,behavior_plus_evidence_step,True,True,True,2,2,0,2,0.0,0,2,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a57_batch_20260613T072306Z_3.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b57_batch_20260613T072306Z_3.jsonl,,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T04:08:48.562804+00:00,replicate_02,gpt-4.1-mini,stage2,chain_01_e01_dns_packet_capture_batch_chain_stage2,chain_01_e01_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage2/chain_01_e01_dns_packet_capture_batch_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,3,5,0,3,0.0,0,5,0.0,0,3,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a22_batch_20260613T040213Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b22_batch_20260613T040213Z_8.jsonl,候補S3/S4はstart_dns_logs.bat/tsharkを含むが、金標準の13:13:01・explorer親・完全なcmdlineとは異なり、親がuserinit.exeで時刻もずれる。DNS捕捉は文脈一致が必要なため全件不一致。,gpt-4.1-mini_2complete_reps,process_time_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
2026-06-13T04:12:51.223927+00:00,replicate_02,gpt-4.1-mini,stage2,chain_02_e01_python_simplehttpserver_network_chain_stage2,chain_02_e01_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage2/chain_02_e01_python_simplehttpserver_network_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,5,0,2,0.0,0,5,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a23_batch_20260613T040902Z_4.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b23_batch_20260613T040902Z_4.jsonl,候補はpython.exe PID 3396からflashplayerupdateservice.exe起動、Python関連ファイルアクセス、曖昧なnetwork_connection等で、goldの13:13:39のpython -m SimpleHTTPServer起動およびrun_http_server.bat文脈と一致しない。ファイルアクセスや不明なネットワーク記述のみではサーバ起動・待受の根拠として採点しない。,gpt-4.1-mini_2complete_reps,process_time_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T04:12:51.223927+00:00,replicate_02,gpt-4.1-mini,stage2,chain_04_e03_dns_packet_capture_batch_chain_stage2,chain_04_e03_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_02/runs/gpt-4.1-mini/stage2/chain_04_e03_dns_packet_capture_batch_chain_stage2_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,1,0,2,0.0,0,1,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a23_batch_20260613T040902Z_4.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b23_batch_20260613T040902Z_4.jsonl,候補はstart_dns_logs.bat実行の形だが20:55:00のcbc-edr-alerts由来で、goldの20:52:11、explorer.exe親、cbc_events非アラート文脈と一致しない。CBC alert証跡単独のため採点しない。,gpt-4.1-mini_2complete_reps,process_time_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
