path,folder,run_id,model,status,error_type,input_tokens,output_tokens,cached_input_tokens,mtime
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T111515Z_chain_15_e10_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260610T111515Z_chain_15_e10_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260610T111515Z_chain_15_e10_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,6264,566,0,1781090185.1202693
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T111628Z_chain_16_e11_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260610T111628Z_chain_16_e11_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260610T111628Z_chain_16_e11_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,11124,1951,0,1781090289.7149618
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T111812Z_chain_16_e11_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260610T111812Z_chain_16_e11_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260610T111812Z_chain_16_e11_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,56128,3835,0,1781091353.778015
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T113557Z_chain_16_e11_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260610T113557Z_chain_16_e11_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260610T113557Z_chain_16_e11_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,10083,845,0,1781091463.1613464
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T113746Z_chain_17_e12_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260610T113746Z_chain_17_e12_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260610T113746Z_chain_17_e12_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,105855,3637,0,1781092049.5170486
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T114733Z_chain_17_e12_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260610T114733Z_chain_17_e12_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260610T114733Z_chain_17_e12_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,13619,1799,0,1781092144.3547268
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T114907Z_chain_17_e12_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260610T114907Z_chain_17_e12_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260610T114907Z_chain_17_e12_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,35985,3238,0,1781092801.8437185
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T120005Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official\run.json,20260610T120005Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,20260610T120005Z_chain_18_e13_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,34832,5086,0,1781093556.067268
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T121239Z_chain_18_e13_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official\run.json,20260610T121239Z_chain_18_e13_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,20260610T121239Z_chain_18_e13_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,28671,3620,0,1781094181.5254483
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T122305Z_chain_18_e13_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official\run.json,20260610T122305Z_chain_18_e13_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,20260610T122305Z_chain_18_e13_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,35802,2866,0,1781094842.210138
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T123405Z_chain_19_e13_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260610T123405Z_chain_19_e13_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260610T123405Z_chain_19_e13_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,22578,2990,0,1781095061.408818
data\current_experiment\runs\clouseau_reconstruction_outputs\20260610T235624Z_chain_19_e13_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260610T235624Z_chain_19_e13_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260610T235624Z_chain_19_e13_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,36950,3692,0,1781137467.5901308
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T002434Z_chain_19_e13_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260611T002434Z_chain_19_e13_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260611T002434Z_chain_19_e13_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,25619,2017,0,1781137640.033849
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T002726Z_chain_20_e14_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official\run.json,20260611T002726Z_chain_20_e14_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,20260611T002726Z_chain_20_e14_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,9328,1857,0,1781137773.552068
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T002939Z_chain_20_e14_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official\run.json,20260611T002939Z_chain_20_e14_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,20260611T002939Z_chain_20_e14_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,25108,3737,0,1781137998.1099977
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T003325Z_chain_20_e14_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official\run.json,20260611T003325Z_chain_20_e14_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,20260611T003325Z_chain_20_e14_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,25587,3019,0,1781138249.7801917
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T003735Z_chain_21_e15_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260611T003735Z_chain_21_e15_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260611T003735Z_chain_21_e15_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,14378,2013,0,1781138335.3311994
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T003900Z_chain_21_e15_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260611T003900Z_chain_21_e15_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260611T003900Z_chain_21_e15_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,19093,1568,0,1781138463.7355368
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T004108Z_chain_21_e15_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260611T004108Z_chain_21_e15_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260611T004108Z_chain_21_e15_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,13484,1289,0,1781138565.9082768
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T004251Z_chain_22_e16_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260611T004251Z_chain_22_e16_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260611T004251Z_chain_22_e16_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,23946,2420,0,1781138784.2083251
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T004632Z_chain_22_e16_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260611T004632Z_chain_22_e16_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260611T004632Z_chain_22_e16_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,31443,2424,0,1781138992.354654
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T004959Z_chain_22_e16_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260611T004959Z_chain_22_e16_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260611T004959Z_chain_22_e16_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,6220,487,0,1781139047.3705814
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T005053Z_chain_23_e17_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260611T005053Z_chain_23_e17_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260611T005053Z_chain_23_e17_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,14239,1686,0,1781139153.9189198
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T005240Z_chain_23_e17_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260611T005240Z_chain_23_e17_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260611T005240Z_chain_23_e17_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,21322,2142,0,1781139415.6635568
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T005701Z_chain_23_e17_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260611T005701Z_chain_23_e17_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260611T005701Z_chain_23_e17_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,6064,444,0,1781139464.1573675
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T005750Z_chain_24_e18_cmdexe_other_chain_stage1_gpt-4.1-mini_official\run.json,20260611T005750Z_chain_24_e18_cmdexe_other_chain_stage1_gpt-4.1-mini_official,20260611T005750Z_chain_24_e18_cmdexe_other_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,25419,3943,0,1781139961.4205766
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T010607Z_chain_24_e18_cmdexe_other_chain_stage2_gpt-4.1-mini_official\run.json,20260611T010607Z_chain_24_e18_cmdexe_other_chain_stage2_gpt-4.1-mini_official,20260611T010607Z_chain_24_e18_cmdexe_other_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,10147,1929,0,1781140098.9656308
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T010823Z_chain_24_e18_cmdexe_other_chain_stage3_gpt-4.1-mini_official\run.json,20260611T010823Z_chain_24_e18_cmdexe_other_chain_stage3_gpt-4.1-mini_official,20260611T010823Z_chain_24_e18_cmdexe_other_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,34301,2708,0,1781140848.8323336
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T012054Z_chain_25_e18_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official\run.json,20260611T012054Z_chain_25_e18_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,20260611T012054Z_chain_25_e18_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,28706,2134,0,1781141007.6160553
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T041446Z_chain_25_e18_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official\run.json,20260611T041446Z_chain_25_e18_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,20260611T041446Z_chain_25_e18_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,17821,2199,0,1781151507.2059023
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T041454Z_chain_25_e18_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official\run.json,20260611T041454Z_chain_25_e18_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,20260611T041454Z_chain_25_e18_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,24212,3154,0,1781152746.8248763
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T041454Z_chain_26_e18_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official\run.json,20260611T041454Z_chain_26_e18_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,20260611T041454Z_chain_26_e18_python_simplehttpserver_network_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,68630,3748,0,1781152424.1591966
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T041842Z_chain_26_e18_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official\run.json,20260611T041842Z_chain_26_e18_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,20260611T041842Z_chain_26_e18_python_simplehttpserver_network_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,16986,2401,0,1781152563.4195538
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T043351Z_chain_26_e18_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official\run.json,20260611T043351Z_chain_26_e18_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,20260611T043351Z_chain_26_e18_python_simplehttpserver_network_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,76670,3764,0,1781152882.9507904
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T043609Z_chain_27_e19_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official\run.json,20260611T043609Z_chain_27_e19_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,20260611T043609Z_chain_27_e19_dns_packet_capture_batch_chain_stage1_gpt-4.1-mini_official,gpt-4.1-mini,success,,33658,4451,0,1781157760.477379
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T043912Z_chain_27_e19_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official\run.json,20260611T043912Z_chain_27_e19_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,20260611T043912Z_chain_27_e19_dns_packet_capture_batch_chain_stage2_gpt-4.1-mini_official,gpt-4.1-mini,success,,35472,3493,0,1781155566.872637
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T044131Z_chain_27_e19_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official\run.json,20260611T044131Z_chain_27_e19_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,20260611T044131Z_chain_27_e19_dns_packet_capture_batch_chain_stage3_gpt-4.1-mini_official,gpt-4.1-mini,success,,6042,581,0,1781153037.435112
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T044413Z_chain_01_e01_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official\run.json,20260611T044413Z_chain_01_e01_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,20260611T044413Z_chain_01_e01_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,10429,3636,0,1781153133.7957995
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T044547Z_chain_01_e01_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official\run.json,20260611T044547Z_chain_01_e01_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,20260611T044547Z_chain_01_e01_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,7575,1924,0,1781153257.3231912
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T044757Z_chain_01_e01_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official\run.json,20260611T044757Z_chain_01_e01_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,20260611T044757Z_chain_01_e01_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,8887,3607,0,1781153508.6077502
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T045200Z_chain_02_e01_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official\run.json,20260611T045200Z_chain_02_e01_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,20260611T045200Z_chain_02_e01_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,9342,3086,0,1781153902.7187006
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T045835Z_chain_02_e01_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official\run.json,20260611T045835Z_chain_02_e01_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,20260611T045835Z_chain_02_e01_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,16727,4096,0,1781154054.792031
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T050103Z_chain_02_e01_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official\run.json,20260611T050103Z_chain_02_e01_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,20260611T050103Z_chain_02_e01_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,7761,2409,0,1781154180.1492214
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T050306Z_chain_03_e02_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official\run.json,20260611T050306Z_chain_03_e02_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,20260611T050306Z_chain_03_e02_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,10273,2818,0,1781154329.102285
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T050536Z_chain_03_e02_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official\run.json,20260611T050536Z_chain_03_e02_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,20260611T050536Z_chain_03_e02_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,8762,3138,0,1781154422.480116
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T050715Z_chain_03_e02_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official\run.json,20260611T050715Z_chain_03_e02_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,20260611T050715Z_chain_03_e02_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,7878,3430,0,1781154639.4334571
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T051044Z_chain_04_e03_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official\run.json,20260611T051044Z_chain_04_e03_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,20260611T051044Z_chain_04_e03_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,9031,2311,0,1781154694.59261
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T051141Z_chain_04_e03_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official\run.json,20260611T051141Z_chain_04_e03_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,20260611T051141Z_chain_04_e03_dns_packet_capture_batch_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,9515,3646,0,1781154813.164209
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T051350Z_chain_04_e03_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official\run.json,20260611T051350Z_chain_04_e03_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,20260611T051350Z_chain_04_e03_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,7960,2574,0,1781154915.9765382
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T051524Z_chain_05_e03_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official\run.json,20260611T051524Z_chain_05_e03_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,20260611T051524Z_chain_05_e03_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,9166,3263,0,1781155001.0097125
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T051649Z_chain_05_e03_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official\run.json,20260611T051649Z_chain_05_e03_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,20260611T051649Z_chain_05_e03_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,7944,2720,0,1781155147.3835762
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T051919Z_chain_05_e03_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official\run.json,20260611T051919Z_chain_05_e03_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,20260611T051919Z_chain_05_e03_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,17621,2462,0,1781155430.808313
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T052359Z_chain_06_e04_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official\run.json,20260611T052359Z_chain_06_e04_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,20260611T052359Z_chain_06_e04_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,8587,2657,0,1781155502.3959818
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T052508Z_chain_06_e04_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official\run.json,20260611T052508Z_chain_06_e04_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,20260611T052508Z_chain_06_e04_python_simplehttpserver_network_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,13063,2192,0,1781155604.0644941
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T052614Z_chain_06_e04_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official\run.json,20260611T052614Z_chain_06_e04_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,20260611T052614Z_chain_06_e04_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,9422,3387,0,1781155720.0414925
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T052652Z_chain_07_e05_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official\run.json,20260611T052652Z_chain_07_e05_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official,20260611T052652Z_chain_07_e05_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,11116,4136,0,1781155701.768722
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T052832Z_chain_07_e05_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official\run.json,20260611T052832Z_chain_07_e05_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official,20260611T052832Z_chain_07_e05_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,8244,2385,0,1781155812.334594
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T052848Z_chain_07_e05_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official\run.json,20260611T052848Z_chain_07_e05_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official,20260611T052848Z_chain_07_e05_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,8659,4733,0,1781155831.833822
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T053019Z_chain_08_e06_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official\run.json,20260611T053019Z_chain_08_e06_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official,20260611T053019Z_chain_08_e06_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,8983,2608,0,1781155937.6270342
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T053040Z_chain_08_e06_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official\run.json,20260611T053040Z_chain_08_e06_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official,20260611T053040Z_chain_08_e06_sublime_python_script_execution_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,13535,2142,0,1781155939.1207488
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T053224Z_chain_08_e06_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official\run.json,20260611T053224Z_chain_08_e06_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official,20260611T053224Z_chain_08_e06_sublime_python_script_execution_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,7947,2855,0,1781156047.6355095
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T053226Z_chain_09_e07_cmdexe_other_chain_stage1_gpt-5.4-mini_official\run.json,20260611T053226Z_chain_09_e07_cmdexe_other_chain_stage1_gpt-5.4-mini_official,20260611T053226Z_chain_09_e07_cmdexe_other_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,11143,3314,0,1781156012.6775415
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T053338Z_chain_09_e07_cmdexe_other_chain_stage2_gpt-5.4-mini_official\run.json,20260611T053338Z_chain_09_e07_cmdexe_other_chain_stage2_gpt-5.4-mini_official,20260611T053338Z_chain_09_e07_cmdexe_other_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,16289,4717,0,1781156281.55085
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T053412Z_chain_09_e07_cmdexe_other_chain_stage3_gpt-5.4-mini_official\run.json,20260611T053412Z_chain_09_e07_cmdexe_other_chain_stage3_gpt-5.4-mini_official,20260611T053412Z_chain_09_e07_cmdexe_other_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,7618,1598,0,1781156187.5367534
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T053633Z_chain_10_e07_discord_run_key_registry_chain_stage1_gpt-5.4-mini_official\run.json,20260611T053633Z_chain_10_e07_discord_run_key_registry_chain_stage1_gpt-5.4-mini_official,20260611T053633Z_chain_10_e07_discord_run_key_registry_chain_stage1_gpt-5.4-mini_official,gpt-5.4-mini,success,,10786,3990,0,1781156292.2856045
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T053805Z_chain_10_e07_discord_run_key_registry_chain_stage2_gpt-5.4-mini_official\run.json,20260611T053805Z_chain_10_e07_discord_run_key_registry_chain_stage2_gpt-5.4-mini_official,20260611T053805Z_chain_10_e07_discord_run_key_registry_chain_stage2_gpt-5.4-mini_official,gpt-5.4-mini,success,,7425,1368,0,1781156378.85361
data\current_experiment\runs\clouseau_reconstruction_outputs\20260611T053816Z_chain_10_e07_discord_run_key_registry_chain_stage3_gpt-5.4-mini_official\run.json,20260611T053816Z_chain_10_e07_discord_run_key_registry_chain_stage3_gpt-5.4-mini_official,20260611T053816Z_chain_10_e07_discord_run_key_registry_chain_stage3_gpt-5.4-mini_official,gpt-5.4-mini,success,,15445,6224,0,1781156570.2919395
